ItemName_Enc,ItemName,ItemCode,N_Observations,Mean_Sales,MAE,RMSE,MAPE,R2,Accuracy_±0.5,Accuracy_±1.0
572,Корзиночка  восточная 80г,1224,40,1.7,0.004949067161873077,0.010163305992163071,0.0023304508772790124,0.9999025539729336,1.0,1.0
1587,Хлеб Андреевский половинка,1622,43,1.7674418604651163,0.004944290514811251,0.01199965018809577,0.0020599885243721087,0.9998439387591013,1.0,1.0
175,Воздушное с кремом в уп. 0.09,1214,43,1.6046511627906976,0.004899014659683617,0.013375191609992725,0.0019060748794184348,0.9997879626648289,1.0,1.0
608,Крекеры с оливковым маслом о розмарином Delser 200г,778,6,1.0,0.004885466666516461,0.011754955398089476,0.0029639623566917405,0.9995854630707668,1.0,1.0
366,Икра красная Кеты ст. банка евро 230г,79,1,0.0,0.00488232203659752,0.00488232203659752,0.0,0.0,1.0,1.0
569,Корзин.с кремом и завар.п/ф в уп. 0.3,1279,31,1.6129032258064515,0.004855585722932994,0.010340232923598772,0.002044397488073898,0.9998447877331501,1.0,1.0
63,Батончик шоколадн.с фундуком Nuts. DUO 66г,354,36,1.75,0.004824227411972405,0.009923845609277698,0.0021823536943754002,0.9999085063839906,1.0,1.0
1271,"Свечи фонтаны для торта ""Радужные искры"" 10 см, 30 секунд, цветное пламя, 4 шт",424,7,1.2857142857142858,0.004791748687104683,0.012089172129997695,0.0017461703978812165,0.999701614330973,1.0,1.0
667,"Малиновый 0,92",1238,33,1.5151515151515151,0.004785263246632219,0.010946828599776122,0.0020611143913465014,0.999884514868662,1.0,1.0
975,Печенье злаковое Уральское 350 г,1509,43,1.6511627906976745,0.004776512173941183,0.00914112546854369,0.002113534946119882,0.9999331735453012,1.0,1.0
149,Вафли с какао Классические 165г,79,5,0.4,0.00476118968721694,0.009777406443628102,0.011669841449664209,0.9996016763468171,1.0,1.0
506,Киевский 0.7,71,46,1.608695652173913,0.00472488412402101,0.01019510369726053,0.0020307237996757747,0.9998706250970788,1.0,1.0
1087,"Профитроли с  зав. кр. ""Патиссьер"" в уп.0.185",59,47,1.6170212765957446,0.004682852294797236,0.009447979030093819,0.002111967632419434,0.9998869352890902,1.0,1.0
