ItemName,RMSE,MAE,MAPE,R2
Батончик протеиновый с соленой карамелью SOJ 50г,0.4758672290049125,0.49268212314870163,35.59576155624864,0.4679332170455206
Батончик с соленой карамелью в мол. шок. SOJ MARSHICK 30г,0.7392115427418052,0.5862239956578288,45.79399698240363,0.293026106118237
Батончик шоколадн.с фундуком Nuts. DUO 66г,0.7987511633458948,0.683998297960599,47.185102684898965,0.360424770309521
"Белиссимо 0,55",0.1478689979398537,0.18235836274783288,13.33310670157111,0.3362151049320493
"Белиссимо 0,9кг",0.39316341200219285,0.46659890401270343,32.042251460218075,0.450123266830343
"Белые ночи 0,9",0.3840254347825103,0.45396501165468106,31.682113322477818,0.3595061681376863
Белый шоколад с кусочками какао-бобов (80гр),0.043764222867097774,0.11687121902527715,10.088150066311501,0.5842398827625712
"Беляш Омский 0,4 кг",0.13792965257835677,0.2583992521069928,28.737647243066288,0.7152420075801666
"Бенто Клубника 0,27",0.5783085230924565,0.5703452958874443,43.891672348718174,0.10618609234826903
"Бенто Лаванда 0,27",0.23364953060656324,0.3312305493929273,25.770585146052007,0.2264839393500746
"Березовый сок VI NATURE 0,75 л",0.05081906964932407,0.1298232730674235,12.832107134609142,0.7147321296488974
Бефстроганов из говядины с картофельным пюре 280г,0.13976818201044017,0.20431497462002057,30.987339188098122,0.8154046361381339
"Бисквитно-кремовый 0,5кг",0.24639522618135185,0.33922782772432514,24.04641062516575,0.32018629118575004
"Бисквитно-кремовый 1,0",0.2717204444390194,0.3579522557955064,25.993765509112183,0.23037482298940204
Бисквитно-кремовый 1.5кг,0.12800167392975165,0.27850482752020744,20.441459116835624,0.31732440570799125
"Бисквитное со сливоч. кремом в уп. 0,225",0.4786558033495146,0.5318986647590402,36.091969524640646,0.23300938568928287
"Бифилайф 3,2% БЗМЖ 300г",0.09065115929564152,0.16974871601519925,9.932898826802496,0.47551829264664547
"Блинчики «Добрынинские» 0,4",2.2042381671735383,1.2739734347365936,96.01669351968577,0.23699448059377537
"Блинчики «Добрынинские» с мясной начинкой 0,24",1.1117863328007962,0.9036622206929513,53.11654176257985,0.2390773705265392
"Блинчики «Добрынинские» с творогом и вишн. нач. 0,24",0.719228050317737,0.6879682351673105,47.63445923059241,0.3598028602828467
Блинчики печеночные с творожным сыром 200г,0.09514656878949143,0.13939683455342491,19.75686540131172,0.7997550145367475
Блинчики с ветчиной и сыром 280г (нет цены),0.19845518387624783,0.2342425016089703,29.774213985025096,0.8012860900956046
Блинчики с красной рыбой и творож. сыром 150г (нет цены),0.05001983387247188,0.10693032077203235,16.827175333872084,0.8751203196458328
Блинчики с курицей 140г (нет цены),0.18503119834613896,0.24356844783331197,35.05311495623865,0.8045607967468907
Блинчики с курицей 210г,0.12114711282729966,0.1739369470042234,25.78247368650817,0.8350138112678577
Блинчики с мясом 140г (нет цены),0.14975438311427755,0.20675366185906857,30.610113707629203,0.8421996028806791
Блинчики с мясом 210г,0.16176941994701538,0.22199014768126094,32.19751424889906,0.7995005142633014
Блинчики с творогом 140г (нет цены),0.233689297337022,0.2548886533250998,37.34938119197804,0.7855089735490223
Блинчики с творогом 210г,0.13058901214929794,0.18691128660519998,26.96933854874738,0.8270503158159379
Блинчики с творогом и вишней 280г БЗМЖ (нет цены),0.1601430647317729,0.21036178140014705,29.631532542355465,0.7691311318317429
Блинчики с фаршем мясным 260 гр.,0.08830652760052272,0.15801145266696323,21.034557751996367,0.8459844409725911
Блины - жюльен 210г,0.1432749814647878,0.20371976954796772,25.20824940829775,0.8676262287751096
Блины с курицей в сливочном соусе 160г,0.06502916785546481,0.1365854934713174,18.757100273275388,0.8782279294451684
Борщ с говядиной 300гр (нет цены),0.06958282547813051,0.11870584697147375,18.891440150630636,0.8361615961278196
Брауни  90 гр,0.8946081373455921,0.6296705413609035,50.63591932389714,0.6632327064706792
"Брауни 0,22 кг",0.3211900821652299,0.35466996363142866,24.9805144592939,0.05585657299011049
Буженина из свинины по-домашнему 150г (нет цены),0.30583435092721084,0.3421870046522812,45.838734767116755,0.6398818568381995
"Букет 2,0",0.0009000521577528758,0.022236754155504433,2.2236754155504435,0.0
Булочка Улитка немецкая с творогом и помадкой 110 гр,1.4324857123710846,1.007699256581233,56.12876462466808,0.3745129595036044
ВОК гречневая лапша  с курицей 300гр,0.12763100849064737,0.21121347292632,28.82440697015624,0.8432854585953691
Вареники на пару с индейкой и капустой 230г,0.2349533335028181,0.2733875705485612,35.816060761621436,0.7888532139312385
Вареники с картофелем и грибами 450гр,0.10756803625529658,0.19437779762809862,13.909116487487186,0.12152770391507794
"Варенье из айвы AGROYAN'S, 430 гр",0.004304387466006606,0.03592540963431016,3.748246374612819,0.943651654990459
"Варенье из грецких орехов AGROYAN'S, 430 гр",0.10623852946003837,0.20169149698325292,17.17477709847657,0.548486249794837
"Варенье из ежевики AGROYAN'S, 430 гр",0.0188885364950529,0.09967893379385578,10.416225767805921,0.9159957192720015
"Варенье из клубники AGROYAN'S, 430 гр",0.004184300405951132,0.03317308392433948,3.724078122093745,0.9698730370771519
"Варенье из персиков AGROYAN'S, 430 гр",0.06237288445442587,0.18167735280150124,19.201444982661027,0.6881355777278706
"Варенье из шелковицы белой AGROYAN'S, 430 гр",0.005930191672849386,0.04590143397709014,4.861179593436797,0.9282446807585224
Ватрушка куриная с грибным жульеном и фарфале 250г,0.08241524878478833,0.15516049206076638,22.90227138645195,0.8496702378199211
"Ватрушка сл. Добрынинская с капустой 0,1",0.8067674733702948,0.7336862841625217,47.61282588888639,0.23306633867892979
"Ватрушка сл. Добрынинская с твор. и вишн. нач. 0,1",1.1834361462928107,0.8725277202524758,42.638215155422806,0.43524404553729024
"Ватрушка сл. Добрынинская с твор. нач. и лим. 0,1",1.3089592757457955,0.9472661390408837,52.22742409538307,0.306155952392275
"Ватрушка сл. Добрынинская три сыра со шпинатом 0,1",1.3374426092787155,0.9694381516449663,50.95543947168738,0.33242714792061934
"Ватрушки сл. «Добрынинские» с твор. и вишн. нач. 0,3",0.2912128114449415,0.3965984218421816,28.393556054228146,0.2607633421704164
"Ватрушки сл. «Добрынинские» с твор. нач. и лим. 0,3",0.17047293303848718,0.2971184820880518,21.632845923744675,0.21543706953878072
"Ватрушки сл. «Добрынинские» три сыра со шпинатом 0,3",0.11737597607705674,0.27851236621840725,21.05608545977963,0.3387820014325802
Вафельные рулеты Пикколо 150г,0.15280773749629462,0.26875340058734287,23.693473553312927,0.7272954672000689
Вафельные рулеты Пикколо с какао 150г,0.09058725083835135,0.18189537103457343,15.550050213777414,0.7433361226246712
Вафли Голландские с молочной карамелью 150г,0.14077841865769664,0.23827520107276032,23.257153173014437,0.720484987077352
"Вафли Особые (мягкие) с какао, 0,12",0.2674889997476448,0.337550323786062,24.27621000343266,0.16539958195621174
"Вафли Особые (мягкие), 0,12",0.43612066247261744,0.547367375045053,35.96513611822634,0.345819006291074
Вацлавский 0.45,0.42101991409835227,0.4422853421017582,29.01930109774542,0.47497990717736205
Вацлавский 0.9,0.40571648525156423,0.4571366501946438,31.174034671163962,0.3748851022588259
"Весенний вальс 2,0",0.10615788614717965,0.14638884689716553,10.547725482461887,0.2800948648032321
Ветчина из мяса индейки с языком и фисташками 150г,0.2603210077477996,0.26612150034837784,28.891078687531312,0.6753339763976287
"Вечерняя Прага 0,9кг",0.3491302407818925,0.4268667817399813,30.032733908745506,0.38667076024277136
"Вишневый сок VI NATURE 0,75 л",0.08732223410127998,0.15449312307559898,13.569558130613482,0.6593320484902294
Вишня в шоколаде 1кг,0.01179795256031537,0.04792139284653869,4.03721586165396,0.5513500818035626
"Вода ARGIL AQUA SPORT без газ 0,5л",0.9977020753276427,0.7286206017392071,49.34314160081229,0.4332579927132918
"Вода ARGIL AQUA без газ 0,5л",1.2822541506013343,0.8364054720157601,53.554270047037,0.44844638895738
Вода ARGIL AQUA без газ 1л,1.1706804689868675,0.8125465634711859,56.00281213486645,0.4276793560702161
"Вода ARGIL AQUA газ 0,5л",0.5748391548158247,0.5406614481954805,39.89299901296194,0.4053859217986241
Вода ARGIL AQUA газ 1л,0.40980415774003276,0.4353647513070077,34.75643329594923,0.411128666279193
"Вода Боржоми 0,5 стекло",0.4354118443644408,0.5070633221598918,39.980393670850425,0.45798024677673477
"Вода мин. ""Славяновская"" газ. ст/б 0,5",0.0571787500092504,0.13183604484788286,11.173140143496509,0.5711593749306221
"Вода мин. ""Славяновская"" негаз. ПЭТ 0,5",0.7674888730267053,0.46348442180083943,19.07040006890829,0.6546300071379826
"Вода природная питьевая нег. ""Аскания"" 0,5л.ст/б",0.06366459059719977,0.13357121183829915,10.545622448678571,0.526321605828443
Воздушное с кремом в уп. 0.09,0.4273000419998691,0.508974172516813,35.608398265641334,0.20666315049018658
Воздушное с кремом в уп. 0.18,0.5626614370741864,0.5609086565604999,38.31545614852027,0.23875682171040746
Воздушное с кремом и лим. джемом в уп. 0.09,0.26055837532813725,0.39904679035188406,28.40385059153477,0.23611515410366346
"Воздушный полет 0,75",0.31479824977282955,0.3514196488544089,23.470000533094236,0.3906500660711105
Вок с курицей 250 г,0.17622211527847562,0.3341232366184497,29.505608900442255,0.25849395649057005
"Волшебный подарок 0,5",0.484703597126636,0.5234142295191108,35.097822802959556,0.34151197164133695
"Волшебный подарок 1,0",0.24583441403006812,0.354742329948561,24.97204490120064,0.3486532421732311
Вост.слад. АССОРТИ АРАХИС 400гр,0.2385687457403841,0.3413200235016159,30.957293466786844,0.5894783263982857
Вост.слад. АССОРТИ ФИСТАШКИ 1кг,0.19580869679821322,0.2543863994879159,22.14831285313422,0.628933771006603
Вост.слад. ассорти ФИСТАШКИ 500гр,0.18437256390764495,0.28521207547753263,24.290159669857157,0.6519476403000463
Вост.слад. набор КНАФЕ фисташки/кешью 200гр,0.19451313693390163,0.2875567562005325,26.586903559972814,0.6314252043909516
Вост.слад.набор КНАФЕ АРАХИС 400гр,0.19178785931937725,0.29232507749211745,25.933798762252824,0.5825358991512319
"Восторг 0,9",0.46710541695076535,0.51870326469885,35.352466675323654,0.35930294350078085
Восторг 1.0,0.25539444170288295,0.44990746498544226,31.863343717141163,0.20826545596579749
ГОРЯЧИЙ ШОКОЛАД 350 мл К,0.750723908491828,0.662337770901924,44.04866246248318,0.27860606407857214
ГОРЯЧИЙ ШОКОЛАД 450 мл К,0.9303385989544243,0.7748050326146292,45.08132243563979,0.3230026218085792
Говядина томленая с картофелем и прованскими травами 250г,0.11244319034122985,0.1760019689372277,27.199648414916666,0.8487528423917832
Голень куриная в/к  в/у 500г,0.13436940681667225,0.21278058020374657,22.60328317147601,0.7674510543363662
Горбуша филе-ломтики с/с в/у 150г,0.30053199505126105,0.32847870873634205,32.161514149088276,0.6136472384076419
Горький шоколад с перцем (100гр.),0.3633789232826061,0.18958902012145967,6.115194580053371,0.6781092215016284
"Горячий шоколад (порц) 0,075",0.13755879020844544,0.3565121272068303,26.596946567674433,0.442886899655796
"Горячий шоколад 0,9",0.5393976364256046,0.5699797968419612,37.99672203838327,0.2717518956394762
Горячий шоколад 1.0,0.0894332613942136,0.19859185992040104,15.375394370535265,0.250286648034618
"Гранатовый сок прямого отжима VI NATURE 0,75 л.",0.027217855097849738,0.0543235549381896,4.400673561609136,0.8262690100137251
"Графские развалины 0,35",0.38674142045098103,0.4625751214754809,37.20983318243698,0.3034883267330053
"Графские развалины 0,7",0.3320414045268341,0.4330485165950336,30.989708329058235,0.2508315810363305
"Грецкий орех с сол. карам. Добрынинский Де-Люкс (голубой) 1,0",0.05748589346299086,0.18651362757717824,16.04618725350871,0.5305318700522414
"Грецкий орех с сол. карам. Добрынинский Де-Люкс (зеленый) 1,0",0.8747644615428739,0.6983647900311174,46.91771891091336,0.15888032543954433
"Грецкий орех с сол. карам. Добрынинский Де-Люкс (красный) 1,0",0.2085783264753746,0.3451733172022713,27.435936347474353,0.3705404076011013
"Грецкий орех с сол. карам. Добрынинский Де-Люкс 0,53",0.05131701675015687,0.11456041090065895,8.540155368289938,0.2772853474352909
"Грецкий орех с сол. карам. Добрынинский Де-Люкс 0,9",0.000844177003819663,0.020878235218355704,2.0878235218355705,0.0
"Грецкий орех с сол. карам. Добрынинский Де-Люкс 1,0",0.03770563066584901,0.10384112256501812,8.358535631006337,0.3189420460981023
"Гречишный чай, пл. банка, 100 гр.",0.05424234817033344,0.1341115857655848,10.404424003683605,0.3436675871389653
"Грудка индейки с/в,с/н 150г",0.12004807216872722,0.18309884927867137,21.457752013364527,0.786492280535471
Гуляш из говядины с гречкой 250 г,0.17281033942540938,0.25021124720637195,35.91043789118899,0.8151778958728977
Гусь с яблоками  450г,0.29045083036982106,0.2945685507081748,31.46210492623015,0.634001855202381
"ДЕНЬ Пирог ""Невский"" в/с 200гр",0.19997312527382416,0.25982091086580505,30.65468524316566,0.8018752257719092
ДЕНЬ Хлеб  Крестьянский с полбяной мукой  четвертинка,0.34567331325037814,0.4764313152195006,34.28682671520493,0.2646057733081334
"ДЕНЬ Хлеб ""Пушкинский"" ржано-пшеничный заварной бездр. Четвертинка",1.0361024678655042,0.839939642286066,51.55737166161983,0.3245566252987714
"ДЕНЬ Хлеб ""Пушкинский"" ржано-пшеничный заварной бездр. половинка",0.0736337810332672,0.16326284294184193,12.527828590213181,0.38563044461414353
"ДЕНЬ Хлеб ""Сергиевский"" бездрож.0,9кг",0.01716366863583426,0.047853022238017115,22.738233740748406,0.9002898125187003
"ДЕНЬ Хлеб ""Сергиевский"" бездрож.половинка",0.4277144370199154,0.5240442517138345,35.71056754633326,0.2641648570947642
"ДЕНЬ Хлеб ""Сергиевский"" бездрож.четвертинка",0.38623885614891307,0.49110443343940097,35.25057275602547,0.23274173170418622
"ДЕНЬ Хлеб ""Тосканский"" на пшен закваске половинка",0.16519009317590103,0.2961714302034173,22.061817419117617,0.19925011155762418
"ДЕНЬ Хлеб ""Тосканский"" на пшен закваске четвертинка",0.39011060069809034,0.493347944993881,34.48637930024551,0.19890745464962145
ДЕНЬ Хлеб Крестьянский с полбяной мукой  половинка,0.2697436894337982,0.4146242014347976,29.968661177042073,0.3592479304537963
ДЕНЬ Хлеб Крестьянский с полбяной мукой 750гр,0.008646111361339267,0.0377825631387481,21.394396351974734,0.9270406780643448
"ДЕНЬ Хлеб из 100 % ржаной муки ""Афанасьевский"" бездр. 1,3 кг",0.004873632223487237,0.029190921417472246,23.969181982997867,0.9337821708765321
"ДЕНЬ Хлеб из 100 % ржаной муки ""Афанасьевский"" половинка",0.4821664797150898,0.5503652900107681,37.89412042419072,0.22680841585995204
"ДЕНЬ Хлеб из 100 % ржаной муки ""Афанасьевский"" четвертинка",0.43601596190111735,0.509380913192506,35.978668234259516,0.1929479438796704
ДОП. ШОТ.,0.5635278937596571,0.5859759624742064,37.505013365638774,0.3813244015334991
День рождения 2.0,0.06360506437769907,0.10631167614959072,8.173515573993635,0.23913640326074082
Десерт  КАРТОШКА ЦЕЛЬНОЗЕРНОВАЯ в молоч. бельг. шок.60г (нет цены),0.005744309321143615,0.0447461205319268,4.858437399172262,0.9248017688868472
Десерт 1.5,0.09515555527491212,0.13140717153334042,9.439140348943194,0.2671533649104241
Десерт 2.0,0.001451278477777286,0.02814437871831475,2.814437871831475,0.0
"Десерт Добрынинский ""Пасха"" 0,42",1.2987821508573516,0.9564261718026965,42.712773878968704,0.45224344214253376
Десерт Молочное лакомство с шок. бисквитом в мол. шоколаде 50г,0.73240591882734,0.6036191922703774,28.977687551980768,0.5943597988033194
Десерт миндальный в молоч. Бельг. шок.60г,0.3260611468254159,0.36834447372224915,31.52863547721291,0.4951860438737955
Десерт панакота с вишней и маком 140г БЗМЖ,0.08923112394432502,0.16053336993005476,29.840707184294896,0.8522169580172402
Десерт панакота с голубикой и маком 140г БЗМЖ,0.038458176038774564,0.09135120988831358,14.738919319812238,0.9061079686553355
Десерт панакота с клубникой 140г БЗМЖ,0.0767996146534375,0.12280240128572456,20.3714093670247,0.8574731077750624
Десерт панакота с манго 140г БЗМЖ,0.0382071158840798,0.09568434103541498,15.83637900681985,0.9087798556978863
Десерт с подарком Чебурашка KIDS BOX 20г,0.29169569491011066,0.4371090989817254,32.29284884255352,0.4749477491618008
Десерт творожный с вишней 180г,0.08762073271327105,0.14356273700331845,24.031012080207578,0.8375526394499606
Десерт творожный с манго-маракуйя 180г БЗМЖ,0.06834936386392237,0.1142257737868425,18.55538887661086,0.8592118437764577
Десерт творожный с ягодами 180г БЗМЖ,0.06146436145747925,0.11204541535679263,17.68389337698244,0.8629089818183412
Дет. игруш Фигурка + карамель в кор.HAPPY BOX ЧЕЛОВЕК ПАУК 18г,0.041236917479814846,0.0748142352315042,5.692499770375091,0.8137895445052111
"Детский ""Карусель"" 1,0",0.0766663927460668,0.13093964790606213,9.965474338955032,0.2869010025705244
"Детство 0,9",0.015606125619010775,0.06635893686319572,5.753041829452964,0.5858006863770711
"Детство 1,3",0.0256350375322924,0.07096419390005443,5.762787013797528,0.24283420961438162
"Джем из фейхоа AGROYAN'S, 430 гр",0.0024926785795407404,0.0217524122891985,2.2975873730522722,0.9735336186113468
"Добрынинская птичка 0,45",0.7135370211164855,0.6647582595655551,42.72953325157877,0.279415020943216
"Добрынинская птичка 0,5",0.381461548246231,0.4763065586842333,34.76971029422734,0.21246648104003918
"Добрынинская птичка 0,9",0.8038586865835211,0.7043356210197952,44.69122750529995,0.34695200512245294
"Добрынинская птичка 1,0",0.765881945101737,0.5502322505954231,21.336299344499476,0.327518292105792
"Добрынинская птичка в уп. 0,18",0.4713715587543243,0.5294455866173805,37.18962749606364,0.2267473351424435
"Добрынинская птичка с халвой 0,085",1.2340330988527188,0.8457169253146315,46.650107217979006,0.16596383663747294
"Добрынинская птичка с халвой в уп. 0,34",0.23697373082491144,0.3082309090107373,21.383163629199068,0.46674178356132845
"Добрынинская птичка с черносмор. джемом в уп. 0,21",0.49044389182076,0.5450794418806417,39.53741844471542,0.32355081929913854
"Добрынинская сказка 0,5",0.9964212589347062,0.7945467115624146,46.16634736472643,0.2796856228651199
"Добрынинская сказка 1,0",0.768171986100346,0.6917524709626974,44.67381449030932,0.3380025605076824
"Добрынинская фисташка Де-Люкс 1,0",0.07549802823605063,0.13956372224421063,10.549889029229684,0.3870694759680168
"Добрынинский 0,9кг",0.956967980755982,0.7961701980224077,48.00342751020228,0.3103872228141139
"Добрынинский с черн. смор. 0,85",0.6747860820361896,0.6298744834405045,42.28623490278221,0.30908729028725923
"Добрынинский смайлик 0,09",0.1486670466476958,0.3076604430104272,18.358990414351698,0.6851756659225265
"Добрынинское лето уп. 0,225",0.21636572020946745,0.30131589342989384,22.51846369085099,0.24446022670175616
Дольки апельсина в горьк шоколаде 150 г,0.06572615925964684,0.14697524055021782,13.475950050605826,0.773988820281686
Дольки апельсина в мол шоколаде 150 г,0.020814301159293606,0.04012306593194395,2.9145539084119663,0.895820086384994
"Домашний медовик 0,5",0.19222769840906684,0.27720501140380893,19.966368470428684,0.28696765919422607
"Домашний медовик 0,8",0.059357886887367664,0.11122608581722701,8.310913704592407,0.37764940429445526
Донат Маршмеллоу 55г,0.9570512046844488,0.7133222329604719,45.989373047124154,0.4217058195605029
Донат глазир. Лимон слимонной начинкой 68г,0.7563352744693534,0.6874393222729173,48.74223372980571,0.22143723930716297
Донат глазир. Ягодный микс с ягод. начинкой 70г,1.4793277104050186,1.0213699090181407,59.4448373458465,0.3485494212809104
Донат глазир.Банан с начинкой из банана 67г*,0.8562865161306815,0.7626210504692924,51.666406736455485,0.2095816774178325
Донат глазир.Карамель с начинкой со вкусом карамели 67г (не использовать),1.316829081508486,0.9644776428743022,59.60921848873163,0.3293891491723965
Донат глазир.Манго 55г,0.9968185058375568,0.7796912556925086,51.25049836591285,0.34180060460385053
Донат глазир.Тутти-Фрутти 55г,1.1066162595052926,0.8231303283368329,51.576918153264906,0.34923907756541406
Донат глазир.Шоколад с шоколадной начинкой 67г*,1.1854206318539635,0.8932526876915636,52.41054960218152,0.45387731274299337
"Драже ""Зефир в молочном шоколаде"" 100г",0.5259457751583033,0.393721780880805,33.04816917906179,0.44244690662304886
Драже грильяж в шок.глаз. 200г,0.3355718061344827,0.35920916896971566,29.836843791310287,0.6448627159765614
Драже изюм в шок.глаз. 200г,0.15335537154365145,0.2910430938733368,24.52361605527745,0.624279339718054
Драники овощные 200г (нет цены),0.14110006802552608,0.24385147189657852,34.56066765691869,0.8227159881495231
"Жев. рез. Орбит Белоснежный BUBBLEMINT13,6г",0.9287807111648566,0.7633714607265718,48.57050938716271,0.3184456824774675
Жев.резинка WRIGLEY'S Spearmint пластинки 13г,1.0856886888667503,0.8191043842858821,48.97362328932216,0.4193408267641585
ЗЕФИР молочн. с КОФЕ в молочн.бельг.шок 60г БЗМЖ,0.8101422894349721,0.6883781977255918,50.82843310641599,0.5350403185536659
"Заварная трубочка-ассорти 0,195 в уп.",1.189100586318465,0.8683649369637717,52.27568470741162,0.2794216064712909
Заливное из говяжьего языка 300г,0.1139641879056892,0.19125050493787346,23.366771686621597,0.7638586438102142
Заливное из индейки 300г,0.06138348585148643,0.12647754898536812,17.5743965803711,0.8469398794352546
Заливное с говядиной и овощами 300г ПП,0.0701350010175279,0.1371816439450073,15.700655585442044,0.8212665621367791
Запеканка с апельсиновыми цукатами  250г БЗМЖ,0.055158903607455,0.1012881194229381,15.340758063278209,0.8708784700840966
Запеканка творожная с изюмом 250г БЗМЖ,0.131398905544548,0.16307646008622223,21.994033491521296,0.7728244475007603
Запеканка творожная с курагой 250г БЗМЖ,0.060430988918769336,0.1176187661070016,15.733550133749954,0.9003635055032059
Зельц  Немецкий в пузыре  450г,0.20815699845068014,0.2849563692022831,32.19829575352663,0.7180152312921644
Зефир МОЛОЧНЫЙ в молоч.бельг.шокол.60г БЗМЖ,1.1055874543073192,0.8052580095649555,55.75239603410475,0.4968013124654016
Зефир бело-розовый ароматизированный 315г,0.1050492131215881,0.2209754187738373,19.75449982291319,0.7030265189789705
"Зефир в шоколаде с Грейпфрутом, Белой смородиной и Алоэ 155г",0.16930589453911324,0.34686908816571954,22.573653032819966,0.6809235064455174
Зефир с ароматом ванили 315г,0.11066851682630384,0.16535525812569818,16.658064425854075,0.6337917779822505
Зефир со вкусом ванили глазированный  185г,0.07601401168319982,0.17894330577391193,18.140281947172664,0.7992755003990505
