Номенклатура,RMSE,MAE,MAPE,wMAPE,R2
"Варенье из абрикосов AGROYAN'S, 430 гр",0.04230870328210257,0.11298594836684646,9.62084496227122,10.908988118178279,-0.2285193841914226
Варенье из абрикосов Мартин 390г,0.48295772519545843,0.3837949501527015,22.621376373492748,30.703596012216117,-0.1039033718753335
"Варенье из айвы AGROYAN'S, 430 гр",0.11121871780696703,0.1229412515708738,8.517929100101599,11.570941324317534,0.08154865294891744
"Варенье из белой черешни AGROYAN'S, 430 гр",0.25124789802135056,0.340095518761988,22.858490823621754,27.39658345582681,0.0033043290756799015
"Варенье из вишни AGROYAN'S, 430 гр",0.05443643532585598,0.15631605607484125,13.32170896501666,14.786653953025525,-0.010373231426872298
"Варенье из грецких орехов AGROYAN'S, 430 гр",0.04625120454528771,0.11489013860676356,9.273614639749997,10.941917962548912,0.026290430625522165
"Варенье из ежевики AGROYAN'S, 430 гр",0.09880875153783464,0.19512382713558837,14.52464962407311,17.479842847563123,0.038434833718651085
"Варенье из инжира AGROYAN'S, 430 гр",0.07447815245229743,0.1719454886854495,13.839939649128278,15.987913860226008,-0.06739352162501766
"Варенье из кизила AGROYAN'S, 430 гр",0.20666860482294064,0.2531642028344503,17.455045875591267,22.0497854081618,-0.031927485725504745
"Варенье из клубники AGROYAN'S, 430 гр",0.006325890205964267,0.07803032887302215,7.803032887302215,7.803032887302215,0.0
"Варенье из персиков AGROYAN'S, 430 гр",0.040082368097021565,0.10632887446335074,8.838679022100743,10.239076800174516,-0.08382723334346354
Варенье из сосновых шишек 250г.,0.479187640042459,0.3269423492979129,18.261155578713623,26.15538794383303,0.14811086214673952
"Варенье из тыквы AGROYAN'S, 430 гр",0.0034980894750611426,0.047977472849072965,4.797747284907296,4.797747284907296,0.0
"Варенье из шелковицы белой AGROYAN'S, 430 гр",0.2713839029444733,0.18884301723797312,11.38086415047623,16.947450264946305,0.004654846985090555
"Варенье из шелковицы черноплодной AGROYAN'S, 430 гр",0.03160800928665632,0.0646480058261573,5.012650003114963,6.285222788654182,-0.13881798165158798
"Ватрушка ""Венгерская"" 80 г",5.5397592348274936,1.6859544373371222,67.26740512028897,53.92574854718001,0.019629701931042853
